"date_str","opp","result","record","team","league","division","pct","date_str2"
"Saturday, Jul 25","PIT","W","52-44","WSN","NL","east",0.541666666666667,2015-07-25
"Sunday, Jul 26","PIT","L","52-45","WSN","NL","east",0.536082474226804,2015-07-26
"Tuesday, Jul 28","MIA","L","52-46","WSN","NL","east",0.530612244897959,2015-07-28
"Wednesday, Jul 29","MIA","W","53-46","WSN","NL","east",0.535353535353535,2015-07-29
"Thursday, Jul 30","MIA","W","54-46","WSN","NL","east",0.54,2015-07-30
"Friday, Jul 31","NYM","L-wo","54-47","WSN","NL","east",0.534653465346535,2015-07-31
"Saturday, Aug 1","NYM","L","54-48","WSN","NL","east",0.529411764705882,2015-08-01
"Sunday, Aug 2","NYM","L","54-49","WSN","NL","east",0.524271844660194,2015-08-02
"Monday, Aug 3","ARI","L","54-50","WSN","NL","east",0.519230769230769,2015-08-03
"Tuesday, Aug 4","ARI","W","55-50","WSN","NL","east",0.523809523809524,2015-08-04
"Wednesday, Aug 5","ARI","L","55-51","WSN","NL","east",0.518867924528302,2015-08-05
"Thursday, Aug 6","ARI","W","56-51","WSN","NL","east",0.523364485981308,2015-08-06
"Friday, Aug 7","COL","L","56-52","WSN","NL","east",0.518518518518518,2015-08-07
"Saturday, Aug 8","COL","W","57-52","WSN","NL","east",0.522935779816514,2015-08-08
"Sunday, Aug 9","COL","L","57-53","WSN","NL","east",0.518181818181818,2015-08-09
"Monday, Aug 10","LAD","W","58-53","WSN","NL","east",0.522522522522523,2015-08-10
"Tuesday, Aug 11","LAD","L","58-54","WSN","NL","east",0.517857142857143,2015-08-11
"Wednesday, Aug 12","LAD","L","58-55","WSN","NL","east",0.513274336283186,2015-08-12
"Thursday, Aug 13","SFG","L","58-56","WSN","NL","east",0.508771929824561,2015-08-13
"Friday, Aug 14","SFG","L","58-57","WSN","NL","east",0.504347826086956,2015-08-14
"Saturday, Aug 15","SFG","L","58-58","WSN","NL","east",0.5,2015-08-15
"Sunday, Aug 16","SFG","L","58-59","WSN","NL","east",0.495726495726496,2015-08-16
"Tuesday, Aug 18","COL","W","59-59","WSN","NL","east",0.5,2015-08-18
"Wednesday, Aug 19","COL","W","60-59","WSN","NL","east",0.504201680672269,2015-08-19
"Thursday, Aug 20","COL","L","60-60","WSN","NL","east",0.5,2015-08-20
"Friday, Aug 21","MIL","L","60-61","WSN","NL","east",0.495867768595041,2015-08-21
"Saturday, Aug 22","MIL","W","61-61","WSN","NL","east",0.5,2015-08-22
"Sunday, Aug 23","MIL","W","62-61","WSN","NL","east",0.504065040650406,2015-08-23
"Tuesday, Aug 25","SDP","W","63-61","WSN","NL","east",0.508064516129032,2015-08-25
"Wednesday, Aug 26","SDP","L","63-62","WSN","NL","east",0.504,2015-08-26
"Thursday, Aug 27","SDP","W","64-62","WSN","NL","east",0.507936507936508,2015-08-27
"Friday, Aug 28","MIA","L","64-63","WSN","NL","east",0.503937007874016,2015-08-28
"Saturday, Aug 29","MIA","W","65-63","WSN","NL","east",0.5078125,2015-08-29
"Sunday, Aug 30","MIA","W","66-63","WSN","NL","east",0.511627906976744,2015-08-30
"Monday, Aug 31","STL","L","66-64","WSN","NL","east",0.507692307692308,2015-08-31
"Tuesday, Sep 1","STL","L-wo","66-65","WSN","NL","east",0.50381679389313,2015-09-01
"Wednesday, Sep 2","STL","W","67-65","WSN","NL","east",0.507575757575758,2015-09-02
"Thursday, Sep 3","ATL","W","68-65","WSN","NL","east",0.511278195488722,2015-09-03
"Friday, Sep 4","ATL","W-wo","69-65","WSN","NL","east",0.514925373134328,2015-09-04
"Saturday, Sep 5","ATL","W","70-65","WSN","NL","east",0.518518518518518,2015-09-05
"Sunday, Sep 6","ATL","W","71-65","WSN","NL","east",0.522058823529412,2015-09-06
"Monday, Sep 7","NYM","L","71-66","WSN","NL","east",0.518248175182482,2015-09-07
"Tuesday, Sep 8","NYM","L","71-67","WSN","NL","east",0.514492753623188,2015-09-08
"Wednesday, Sep 9","NYM","L","71-68","WSN","NL","east",0.510791366906475,2015-09-09
"Friday, Sep 11","MIA","L","71-69","WSN","NL","east",0.507142857142857,2015-09-11
"Saturday, Sep 12","MIA","L","71-70","WSN","NL","east",0.50354609929078,2015-09-12
"Sunday, Sep 13","MIA","W","72-70","WSN","NL","east",0.507042253521127,2015-09-13
"Monday, Sep 14","PHI","W","73-70","WSN","NL","east",0.510489510489511,2015-09-14
"Tuesday, Sep 15","PHI","W","74-70","WSN","NL","east",0.513888888888889,2015-09-15
"Wednesday, Sep 16","PHI","W","75-70","WSN","NL","east",0.517241379310345,2015-09-16
"Thursday, Sep 17","MIA","L","75-71","WSN","NL","east",0.513698630136986,2015-09-17
"Friday, Sep 18","MIA","W-wo","76-71","WSN","NL","east",0.517006802721088,2015-09-18
"Saturday, Sep 19","MIA","W","77-71","WSN","NL","east",0.52027027027027,2015-09-19
"Sunday, Sep 20","MIA","W","78-71","WSN","NL","east",0.523489932885906,2015-09-20
"Tuesday, Sep 22","BAL","L","78-72","WSN","NL","east",0.52,2015-09-22
"Wednesday, Sep 23","BAL","L","78-73","WSN","NL","east",0.516556291390728,2015-09-23
"Thursday, Sep 24","BAL","L","78-74","WSN","NL","east",0.513157894736842,2015-09-24
"Friday, Sep 25","PHI","L","78-75","WSN","NL","east",0.509803921568627,2015-09-25
"Saturday, Sep 26","PHI","W-wo","79-75","WSN","NL","east",0.512987012987013,2015-09-26
"Sunday, Sep 27","PHI","L","79-76","WSN","NL","east",0.509677419354839,2015-09-27
"Sunday, Apr 5","CHC","W","1-0","STL","NL","central",1,2015-04-05
"Wednesday, Apr 8","CHC","L","1-1","STL","NL","central",0.5,2015-04-08
"Friday, Apr 10","CIN","L","1-2","STL","NL","central",0.333333333333333,2015-04-10
"Saturday, Apr 11","CIN","W","2-2","STL","NL","central",0.5,2015-04-11
"Sunday, Apr 12","CIN","W","3-2","STL","NL","central",0.6,2015-04-12
"Monday, Apr 13","MIL","L","3-3","STL","NL","central",0.5,2015-04-13
"Wednesday, Apr 15","MIL","W","4-3","STL","NL","central",0.571428571428571,2015-04-15
"Thursday, Apr 16","MIL","W","5-3","STL","NL","central",0.625,2015-04-16
"Friday, Apr 17","CIN","W","6-3","STL","NL","central",0.666666666666667,2015-04-17
"Saturday, Apr 18","CIN","W","7-3","STL","NL","central",0.7,2015-04-18
"Sunday, Apr 19","CIN","W","8-3","STL","NL","central",0.727272727272727,2015-04-19
"Tuesday, Apr 21","WSN","L-wo","8-4","STL","NL","central",0.666666666666667,2015-04-21
"Wednesday, Apr 22","WSN","W","9-4","STL","NL","central",0.692307692307692,2015-04-22
"Thursday, Apr 23","WSN","W","10-4","STL","NL","central",0.714285714285714,2015-04-23
"Friday, Apr 24","MIL","W","11-4","STL","NL","central",0.733333333333333,2015-04-24
"Saturday, Apr 25","MIL","W","12-4","STL","NL","central",0.75,2015-04-25
"Sunday, Apr 26","MIL","L","12-5","STL","NL","central",0.705882352941177,2015-04-26
"Monday, Apr 27","PHI","L","12-6","STL","NL","central",0.666666666666667,2015-04-27
"Tuesday, Apr 28","PHI","W","13-6","STL","NL","central",0.684210526315789,2015-04-28
"Wednesday, Apr 29","PHI","W","14-6","STL","NL","central",0.7,2015-04-29
"Thursday, Apr 30","PHI","W","15-6","STL","NL","central",0.714285714285714,2015-04-30
"Friday, May 1","PIT","W-wo","16-6","STL","NL","central",0.727272727272727,2015-05-01
"Saturday, May 2","PIT","W-wo","17-6","STL","NL","central",0.739130434782609,2015-05-02
"Sunday, May 3","PIT","W-wo","18-6","STL","NL","central",0.75,2015-05-03
"Monday, May 4","CHC","W","19-6","STL","NL","central",0.76,2015-05-04
"Tuesday, May 5","CHC","W","20-6","STL","NL","central",0.769230769230769,2015-05-05
"Wednesday, May 6","CHC","L","20-7","STL","NL","central",0.740740740740741,2015-05-06
"Thursday, May 7","CHC","W","21-7","STL","NL","central",0.75,2015-05-07
"Friday, May 8","PIT","W","22-7","STL","NL","central",0.758620689655172,2015-05-08
"Saturday, May 9","PIT","L","22-8","STL","NL","central",0.733333333333333,2015-05-09
"Sunday, May 10","PIT","L","22-9","STL","NL","central",0.709677419354839,2015-05-10
"Tuesday, May 12","CLE","W","23-9","STL","NL","central",0.71875,2015-05-12
"Wednesday, May 13","CLE","L","23-10","STL","NL","central",0.696969696969697,2015-05-13
"Thursday, May 14","CLE","W","24-10","STL","NL","central",0.705882352941177,2015-05-14
"Friday, May 15","DET","L","24-11","STL","NL","central",0.685714285714286,2015-05-15
"Saturday, May 16","DET","L","24-12","STL","NL","central",0.666666666666667,2015-05-16
"Sunday, May 17","DET","W","25-12","STL","NL","central",0.675675675675676,2015-05-17
"Monday, May 18","NYM","L-wo","25-13","STL","NL","central",0.657894736842105,2015-05-18
"Tuesday, May 19","NYM","W","26-13","STL","NL","central",0.666666666666667,2015-05-19
"Wednesday, May 20","NYM","W","27-13","STL","NL","central",0.675,2015-05-20
"Thursday, May 21","NYM","L","27-14","STL","NL","central",0.658536585365854,2015-05-21
"Friday, May 22","KCR","L","27-15","STL","NL","central",0.642857142857143,2015-05-22
"Saturday, May 23","KCR","L","27-16","STL","NL","central",0.627906976744186,2015-05-23
"Sunday, May 24","KCR","W","28-16","STL","NL","central",0.636363636363636,2015-05-24
"Monday, May 25","ARI","W-wo","29-16","STL","NL","central",0.644444444444444,2015-05-25
"Tuesday, May 26","ARI","W","30-16","STL","NL","central",0.652173913043478,2015-05-26
"Wednesday, May 27","ARI","W-wo","31-16","STL","NL","central",0.659574468085106,2015-05-27
"Friday, May 29","LAD","W","32-16","STL","NL","central",0.666666666666667,2015-05-29
"Saturday, May 30","LAD","L","32-17","STL","NL","central",0.653061224489796,2015-05-30
"Sunday, May 31","LAD","W","33-17","STL","NL","central",0.66,2015-05-31
"Monday, Jun 1","MIL","L","33-18","STL","NL","central",0.647058823529412,2015-06-01
"Tuesday, Jun 2","MIL","W","34-18","STL","NL","central",0.653846153846154,2015-06-02
"Wednesday, Jun 3","MIL","W","35-18","STL","NL","central",0.660377358490566,2015-06-03
"Thursday, Jun 4","LAD","W","36-18","STL","NL","central",0.666666666666667,2015-06-04
"Friday, Jun 5","LAD","W","37-18","STL","NL","central",0.672727272727273,2015-06-05
"Saturday, Jun 6","LAD","L","37-19","STL","NL","central",0.660714285714286,2015-06-06
"Sunday, Jun 7","LAD","W","38-19","STL","NL","central",0.666666666666667,2015-06-07
"Monday, Jun 8","COL","L","38-20","STL","NL","central",0.655172413793103,2015-06-08
"Tuesday, Jun 9","COL","L","38-21","STL","NL","central",0.644067796610169,2015-06-09
"Wednesday, Jun 10","COL","W","39-21","STL","NL","central",0.65,2015-06-10
"Friday, Jun 12","KCR","W","40-21","STL","NL","central",0.655737704918033,2015-06-12
"Saturday, Jun 13","KCR","W","41-21","STL","NL","central",0.661290322580645,2015-06-13
"Monday, Jun 15","MIN","W","42-21","STL","NL","central",0.666666666666667,2015-06-15
"Tuesday, Jun 16","MIN","W","43-21","STL","NL","central",0.671875,2015-06-16
"Wednesday, Jun 17","MIN","L","43-22","STL","NL","central",0.661538461538462,2015-06-17
"Thursday, Jun 18","MIN","L-wo","43-23","STL","NL","central",0.651515151515151,2015-06-18
"Friday, Jun 19","PHI","W","44-23","STL","NL","central",0.656716417910448,2015-06-19
"Saturday, Jun 20","PHI","W","45-23","STL","NL","central",0.661764705882353,2015-06-20
"Sunday, Jun 21","PHI","L","45-24","STL","NL","central",0.652173913043478,2015-06-21
"Tuesday, Jun 23","MIA","W","46-24","STL","NL","central",0.657142857142857,2015-06-23
"Wednesday, Jun 24","MIA","W","47-24","STL","NL","central",0.661971830985915,2015-06-24
"Thursday, Jun 25","MIA","W","48-24","STL","NL","central",0.666666666666667,2015-06-25
"Friday, Jun 26","CHC","W-wo","49-24","STL","NL","central",0.671232876712329,2015-06-26
"Saturday, Jun 27","CHC","W","50-24","STL","NL","central",0.675675675675676,2015-06-27
"Sunday, Jun 28","CHC","W","51-24","STL","NL","central",0.68,2015-06-28
"Tuesday, Jun 30","CHW","L","51-25","STL","NL","central",0.671052631578947,2015-06-30
"Wednesday, Jul 1","CHW","L","51-26","STL","NL","central",0.662337662337662,2015-07-01
"Thursday, Jul 2","SDP","L","51-27","STL","NL","central",0.653846153846154,2015-07-02
"Friday, Jul 3","SDP","L","51-28","STL","NL","central",0.645569620253165,2015-07-03
"Saturday, Jul 4","SDP","W","52-28","STL","NL","central",0.65,2015-07-04
"Sunday, Jul 5","SDP","W","53-28","STL","NL","central",0.654320987654321,2015-07-05
"Monday, Jul 6","CHC","W","54-28","STL","NL","central",0.658536585365854,2015-07-06
"Tuesday, Jul 7 (1)","CHC","L","54-29","STL","NL","central",0.650602409638554,2015-07-07
"Tuesday, Jul 7 (2)","CHC","L","54-30","STL","NL","central",0.642857142857143,2015-07-07
"Wednesday, Jul 8","CHC","W","55-30","STL","NL","central",0.647058823529412,2015-07-08
"Thursday, Jul 9","PIT","W","56-30","STL","NL","central",0.651162790697674,2015-07-09
"Friday, Jul 10","PIT","L","56-31","STL","NL","central",0.64367816091954,2015-07-10
"Saturday, Jul 11","PIT","L-wo","56-32","STL","NL","central",0.636363636363636,2015-07-11
"Sunday, Jul 12","PIT","L-wo","56-33","STL","NL","central",0.629213483146067,2015-07-12
"Friday, Jul 17","NYM","W","57-33","STL","NL","central",0.633333333333333,2015-07-17
"Saturday, Jul 18","NYM","W","58-33","STL","NL","central",0.637362637362637,2015-07-18
"Sunday, Jul 19","NYM","L","58-34","STL","NL","central",0.630434782608696,2015-07-19
"Tuesday, Jul 21","CHW","W","59-34","STL","NL","central",0.634408602150538,2015-07-21
"Wednesday, Jul 22","CHW","W","60-34","STL","NL","central",0.638297872340426,2015-07-22
"Thursday, Jul 23","KCR","W","61-34","STL","NL","central",0.642105263157895,2015-07-23
"Friday, Jul 24","ATL","W","62-34","STL","NL","central",0.645833333333333,2015-07-24
"Saturday, Jul 25","ATL","W","63-34","STL","NL","central",0.649484536082474,2015-07-25
"Sunday, Jul 26","ATL","L","63-35","STL","NL","central",0.642857142857143,2015-07-26
"Monday, Jul 27","CIN","W","64-35","STL","NL","central",0.646464646464647,2015-07-27
"Tuesday, Jul 28","CIN","L","64-36","STL","NL","central",0.64,2015-07-28
"Wednesday, Jul 29","CIN","L","64-37","STL","NL","central",0.633663366336634,2015-07-29
"Thursday, Jul 30","COL","W-wo","65-37","STL","NL","central",0.637254901960784,2015-07-30
"Friday, Jul 31","COL","W","66-37","STL","NL","central",0.640776699029126,2015-07-31
"Saturday, Aug 1","COL","L","66-38","STL","NL","central",0.634615384615385,2015-08-01
"Sunday, Aug 2","COL","W-wo","67-38","STL","NL","central",0.638095238095238,2015-08-02
"Tuesday, Aug 4","CIN","L","67-39","STL","NL","central",0.632075471698113,2015-08-04
"Wednesday, Aug 5","CIN","W","68-39","STL","NL","central",0.635514018691589,2015-08-05
"Thursday, Aug 6","CIN","W","69-39","STL","NL","central",0.638888888888889,2015-08-06
"Friday, Aug 7","MIL","W","70-39","STL","NL","central",0.642201834862385,2015-08-07
"Saturday, Aug 8","MIL","W","71-39","STL","NL","central",0.645454545454546,2015-08-08
"Sunday, Aug 9","MIL","L","71-40","STL","NL","central",0.63963963963964,2015-08-09
"Tuesday, Aug 11","PIT","W","72-40","STL","NL","central",0.642857142857143,2015-08-11
"Wednesday, Aug 12","PIT","W","73-40","STL","NL","central",0.646017699115044,2015-08-12
"Thursday, Aug 13","PIT","L","73-41","STL","NL","central",0.640350877192982,2015-08-13
"Friday, Aug 14","MIA","W","74-41","STL","NL","central",0.643478260869565,2015-08-14
"Saturday, Aug 15","MIA","W","75-41","STL","NL","central",0.646551724137931,2015-08-15
"Sunday, Aug 16","MIA","L","75-42","STL","NL","central",0.641025641025641,2015-08-16
"Monday, Aug 17","SFG","W","76-42","STL","NL","central",0.644067796610169,2015-08-17
"Tuesday, Aug 18","SFG","L","76-43","STL","NL","central",0.638655462184874,2015-08-18
"Wednesday, Aug 19","SFG","W","77-43","STL","NL","central",0.641666666666667,2015-08-19
"Friday, Aug 21","SDP","L","77-44","STL","NL","central",0.636363636363636,2015-08-21
"Saturday, Aug 22","SDP","L","77-45","STL","NL","central",0.631147540983607,2015-08-22
"Sunday, Aug 23","SDP","W","78-45","STL","NL","central",0.634146341463415,2015-08-23
"Monday, Aug 24","ARI","W","79-45","STL","NL","central",0.637096774193548,2015-08-24
"Tuesday, Aug 25","ARI","W","80-45","STL","NL","central",0.64,2015-08-25
"Wednesday, Aug 26","ARI","W","81-45","STL","NL","central",0.642857142857143,2015-08-26
"Thursday, Aug 27","ARI","W","82-45","STL","NL","central",0.645669291338583,2015-08-27
"Friday, Aug 28","SFG","L-wo","82-46","STL","NL","central",0.640625,2015-08-28
"Saturday, Aug 29","SFG","W","83-46","STL","NL","central",0.643410852713178,2015-08-29
"Sunday, Aug 30","SFG","W","84-46","STL","NL","central",0.646153846153846,2015-08-30
"Monday, Aug 31","WSN","W","85-46","STL","NL","central",0.648854961832061,2015-08-31
"Tuesday, Sep 1","WSN","W-wo","86-46","STL","NL","central",0.651515151515151,2015-09-01
"Wednesday, Sep 2","WSN","L","86-47","STL","NL","central",0.646616541353383,2015-09-02
"Friday, Sep 4","PIT","L","86-48","STL","NL","central",0.641791044776119,2015-09-04
"Saturday, Sep 5","PIT","W","87-48","STL","NL","central",0.644444444444444,2015-09-05
"Sunday, Sep 6","PIT","L","87-49","STL","NL","central",0.639705882352941,2015-09-06
"Monday, Sep 7","CHC","L","87-50","STL","NL","central",0.635036496350365,2015-09-07
"Tuesday, Sep 8","CHC","L","87-51","STL","NL","central",0.630434782608696,2015-09-08
"Wednesday, Sep 9","CHC","W","88-51","STL","NL","central",0.633093525179856,2015-09-09
"Thursday, Sep 10","CIN","L","88-52","STL","NL","central",0.628571428571429,2015-09-10
"Friday, Sep 11","CIN","L","88-53","STL","NL","central",0.624113475177305,2015-09-11
"Saturday, Sep 12","CIN","L","88-54","STL","NL","central",0.619718309859155,2015-09-12
"Sunday, Sep 13","CIN","W","89-54","STL","NL","central",0.622377622377622,2015-09-13
"Tuesday, Sep 15","MIL","W","90-54","STL","NL","central",0.625,2015-09-15
"Wednesday, Sep 16","MIL","W","91-54","STL","NL","central",0.627586206896552,2015-09-16
"Thursday, Sep 17","MIL","W","92-54","STL","NL","central",0.63013698630137,2015-09-17
"Friday, Sep 18","CHC","L","92-55","STL","NL","central",0.625850340136054,2015-09-18
"Saturday, Sep 19","CHC","L","92-56","STL","NL","central",0.621621621621622,2015-09-19
"Sunday, Sep 20","CHC","W","93-56","STL","NL","central",0.624161073825503,2015-09-20
"Monday, Sep 21","CIN","W","94-56","STL","NL","central",0.626666666666667,2015-09-21
"Tuesday, Sep 22","CIN","W","95-56","STL","NL","central",0.629139072847682,2015-09-22
"Wednesday, Sep 23","CIN","W","96-56","STL","NL","central",0.631578947368421,2015-09-23
"Thursday, Sep 24","MIL","W","97-56","STL","NL","central",0.633986928104575,2015-09-24
"Friday, Sep 25","MIL","L","97-57","STL","NL","central",0.62987012987013,2015-09-25
"Saturday, Sep 26","MIL","W","98-57","STL","NL","central",0.632258064516129,2015-09-26
"Sunday, Sep 27","MIL","L","98-58","STL","NL","central",0.628205128205128,2015-09-27
"Monday, Apr 6","ARI","W","1-0","SFG","NL","west",1,2015-04-06
"Tuesday, Apr 7","ARI","L","1-1","SFG","NL","west",0.5,2015-04-07
"Wednesday, Apr 8","ARI","W","2-1","SFG","NL","west",0.666666666666667,2015-04-08
"Thursday, Apr 9","SDP","W","3-1","SFG","NL","west",0.75,2015-04-09
"Friday, Apr 10","SDP","L","3-2","SFG","NL","west",0.6,2015-04-10
"Saturday, Apr 11","SDP","L","3-3","SFG","NL","west",0.5,2015-04-11
"Sunday, Apr 12","SDP","L","3-4","SFG","NL","west",0.428571428571429,2015-04-12
"Monday, Apr 13","COL","L","3-5","SFG","NL","west",0.375,2015-04-13
"Tuesday, Apr 14","COL","L","3-6","SFG","NL","west",0.333333333333333,2015-04-14
"Wednesday, Apr 15","COL","L","3-7","SFG","NL","west",0.3,2015-04-15
"Thursday, Apr 16","ARI","L","3-8","SFG","NL","west",0.272727272727273,2015-04-16
"Friday, Apr 17","ARI","L","3-9","SFG","NL","west",0.25,2015-04-17
"Saturday, Apr 18","ARI","W","4-9","SFG","NL","west",0.307692307692308,2015-04-18
"Sunday, Apr 19","ARI","L","4-10","SFG","NL","west",0.285714285714286,2015-04-19
"Tuesday, Apr 21","LAD","W","5-10","SFG","NL","west",0.333333333333333,2015-04-21
"Wednesday, Apr 22","LAD","W-wo","6-10","SFG","NL","west",0.375,2015-04-22
"Thursday, Apr 23","LAD","W-wo","7-10","SFG","NL","west",0.411764705882353,2015-04-23
"Friday, Apr 24","COL","L","7-11","SFG","NL","west",0.388888888888889,2015-04-24
"Saturday, Apr 25","COL","W","8-11","SFG","NL","west",0.421052631578947,2015-04-25
"Monday, Apr 27","LAD","L","8-12","SFG","NL","west",0.4,2015-04-27
"Tuesday, Apr 28","LAD","W","9-12","SFG","NL","west",0.428571428571429,2015-04-28
"Wednesday, Apr 29","LAD","L","9-13","SFG","NL","west",0.409090909090909,2015-04-29
"Friday, May 1","LAA","W-wo","10-13","SFG","NL","west",0.434782608695652,2015-05-01
"Saturday, May 2","LAA","W","11-13","SFG","NL","west",0.458333333333333,2015-05-02
"Sunday, May 3","LAA","W","12-13","SFG","NL","west",0.48,2015-05-03
"Monday, May 4","SDP","W","13-13","SFG","NL","west",0.5,2015-05-04
"Tuesday, May 5","SDP","W","14-13","SFG","NL","west",0.518518518518518,2015-05-05
"Wednesday, May 6","SDP","L","14-14","SFG","NL","west",0.5,2015-05-06
"Thursday, May 7","MIA","L","14-15","SFG","NL","west",0.482758620689655,2015-05-07
